# Renewables.ninja Solar PV (Point API) - 49.232, 11.462 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Berlin, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/Berlin", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "49.2320082", "lon": "11.4619266", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-02-28 06:00,2015-02-28 07:00,0,0,0.003,-0.731,0
2015-02-28 07:00,2015-02-28 08:00,0.033,0.001,0.048,0.768,0
2015-02-28 08:00,2015-02-28 09:00,0.080,0.001,0.099,2.428,0
2015-02-28 09:00,2015-02-28 10:00,0.101,0,0.122,3.478,0
2015-02-28 10:00,2015-02-28 11:00,0.180,0.014,0.191,4.279,0
2015-02-28 11:00,2015-02-28 12:00,0.217,0.023,0.219,4.694,0
2015-02-28 12:00,2015-02-28 13:00,0.097,0.001,0.117,4.855,0
2015-02-28 13:00,2015-02-28 14:00,0.125,0.004,0.143,4.833,0
2015-02-28 14:00,2015-02-28 15:00,0.097,0.003,0.115,4.484,0
2015-02-28 15:00,2015-02-28 16:00,0.251,0.188,0.089,3.337,0
2015-02-28 16:00,2015-02-28 17:00,0.119,0.086,0.053,1.588,0
2015-02-28 17:00,2015-02-28 18:00,0,0,0,0.700,0
2015-02-28 18:00,2015-02-28 19:00,0,0,0,-0.457,0
2015-02-28 19:00,2015-02-28 20:00,0,0,0,-1.682,0
2015-02-28 20:00,2015-02-28 21:00,0,0,0,-2.316,0
2015-02-28 21:00,2015-02-28 22:00,0,0,0,-2.478,0
2015-02-28 22:00,2015-02-28 23:00,0,0,0,-2.592,0
2015-02-28 23:00,2015-03-01 00:00,0,0,0,-2.545,0
2015-03-01 00:00,2015-03-01 01:00,0,0,0,-2.640,0
2015-03-01 01:00,2015-03-01 02:00,0,0,0,-2.875,0
2015-03-01 02:00,2015-03-01 03:00,0,0,0,-2.248,0
2015-03-01 03:00,2015-03-01 04:00,0,0,0,-1.700,0
2015-03-01 04:00,2015-03-01 05:00,0,0,0,-1.356,0
2015-03-01 05:00,2015-03-01 06:00,0,0,0,-0.980,0
2015-03-01 06:00,2015-03-01 07:00,0,0,0.005,-0.254,0
2015-03-01 07:00,2015-03-01 08:00,0.019,0,0.033,0.770,0
2015-03-01 08:00,2015-03-01 09:00,0.113,0.014,0.120,1.521,0
2015-03-01 09:00,2015-03-01 10:00,0.117,0.006,0.132,2.376,0
2015-03-01 10:00,2015-03-01 11:00,0.068,0,0.087,3.355,0
2015-03-01 11:00,2015-03-01 12:00,0.078,0,0.098,3.828,0
2015-03-01 12:00,2015-03-01 13:00,0.109,0.007,0.123,4.198,1
2015-03-01 13:00,2015-03-01 14:00,0.142,0.014,0.151,4.420,0
2015-03-01 14:00,2015-03-01 15:00,0.034,0,0.051,4.498,0
2015-03-01 15:00,2015-03-01 16:00,0.082,0.025,0.078,4.174,0
2015-03-01 16:00,2015-03-01 17:00,0.008,0,0.018,3.726,0
2015-03-01 17:00,2015-03-01 18:00,0,0,0,3.855,0
2015-03-01 18:00,2015-03-01 19:00,0,0,0,4.087,0
2015-03-01 19:00,2015-03-01 20:00,0,0,0,4.228,0
2015-03-01 20:00,2015-03-01 21:00,0,0,0,4.280,0
2015-03-01 21:00,2015-03-01 22:00,0,0,0,4.224,0
2015-03-01 22:00,2015-03-01 23:00,0,0,0,4.213,0
2015-03-01 23:00,2015-03-02 00:00,0,0,0,4.198,0
2015-03-02 00:00,2015-03-02 01:00,0,0,0,4.451,0
2015-03-02 01:00,2015-03-02 02:00,0,0,0,4.940,0
2015-03-02 02:00,2015-03-02 03:00,0,0,0,5.373,0
2015-03-02 03:00,2015-03-02 04:00,0,0,0,5.565,0
2015-03-02 04:00,2015-03-02 05:00,0,0,0,5.582,0
2015-03-02 05:00,2015-03-02 06:00,0,0,0,5.337,0
2015-03-02 06:00,2015-03-02 07:00,0,0,0.004,5.254,0
2015-03-02 07:00,2015-03-02 08:00,0.022,0.002,0.035,5.435,0
2015-03-02 08:00,2015-03-02 09:00,0.028,0,0.044,5.728,0
2015-03-02 09:00,2015-03-02 10:00,0.060,0,0.080,6.391,0
2015-03-02 10:00,2015-03-02 11:00,0.329,0.167,0.198,6.950,0
2015-03-02 11:00,2015-03-02 12:00,0.284,0.120,0.196,7.110,0
2015-03-02 12:00,2015-03-02 13:00,0.322,0.153,0.205,7.213,1
2015-03-02 13:00,2015-03-02 14:00,0.354,0.168,0.224,6.992,0
2015-03-02 14:00,2015-03-02 15:00,0.248,0.098,0.179,6.501,0
2015-03-02 15:00,2015-03-02 16:00,0.211,0.112,0.126,5.441,0
2015-03-02 16:00,2015-03-02 17:00,0.016,0.001,0.028,3.639,0
2015-03-02 17:00,2015-03-02 18:00,0,0,0,2.933,0
2015-03-02 18:00,2015-03-02 19:00,0,0,0,2.830,0
2015-03-02 19:00,2015-03-02 20:00,0,0,0,3.071,0
2015-03-02 20:00,2015-03-02 21:00,0,0,0,2.379,0
2015-03-02 21:00,2015-03-02 22:00,0,0,0,1.108,0
2015-03-02 22:00,2015-03-02 23:00,0,0,0,0.118,0
2015-03-02 23:00,2015-03-03 00:00,0,0,0,-0.495,0
2015-03-03 00:00,2015-03-03 01:00,0,0,0,-0.975,0
2015-03-03 01:00,2015-03-03 02:00,0,0,0,-1.416,0
2015-03-03 02:00,2015-03-03 03:00,0,0,0,-1.716,0
2015-03-03 03:00,2015-03-03 04:00,0,0,0,-1.741,0
2015-03-03 04:00,2015-03-03 05:00,0,0,0,-1.867,0
2015-03-03 05:00,2015-03-03 06:00,0,0,0,-2.224,0
2015-03-03 06:00,2015-03-03 07:00,0.010,0.009,0.012,-1.643,0
2015-03-03 07:00,2015-03-03 08:00,0.163,0.108,0.076,0.378,0
2015-03-03 08:00,2015-03-03 09:00,0.352,0.249,0.134,2.946,0
2015-03-03 09:00,2015-03-03 10:00,0.507,0.382,0.178,4.798,0
2015-03-03 10:00,2015-03-03 11:00,0.571,0.413,0.226,6.198,0
2015-03-03 11:00,2015-03-03 12:00,0.740,0.678,0.178,7.195,0
2015-03-03 12:00,2015-03-03 13:00,0.653,0.584,0.161,7.713,1
2015-03-03 13:00,2015-03-03 14:00,0.555,0.459,0.165,7.851,1
2015-03-03 14:00,2015-03-03 15:00,0.447,0.322,0.176,7.618,0
2015-03-03 15:00,2015-03-03 16:00,0.316,0.228,0.121,6.552,0
2015-03-03 16:00,2015-03-03 17:00,0.103,0.064,0.060,3.119,0
2015-03-03 17:00,2015-03-03 18:00,0,0,0,1.735,0
2015-03-03 18:00,2015-03-03 19:00,0,0,0,1.966,0
2015-03-03 19:00,2015-03-03 20:00,0,0,0,2.017,0
2015-03-03 20:00,2015-03-03 21:00,0,0,0,1.722,0
2015-03-03 21:00,2015-03-03 22:00,0,0,0,1.528,0
2015-03-03 22:00,2015-03-03 23:00,0,0,0,1.788,0
2015-03-03 23:00,2015-03-04 00:00,0,0,0,2.143,0
2015-03-04 00:00,2015-03-04 01:00,0,0,0,2.447,0
2015-03-04 01:00,2015-03-04 02:00,0,0,0,2.123,0
2015-03-04 02:00,2015-03-04 03:00,0,0,0,1.623,0
2015-03-04 03:00,2015-03-04 04:00,0,0,0,0.765,0
2015-03-04 04:00,2015-03-04 05:00,0,0,0,0.021,0
2015-03-04 05:00,2015-03-04 06:00,0,0,0,-0.686,0
2015-03-04 06:00,2015-03-04 07:00,0.009,0.007,0.013,-0.412,0
2015-03-04 07:00,2015-03-04 08:00,0.089,0.032,0.077,0.699,0
2015-03-04 08:00,2015-03-04 09:00,0.188,0.061,0.149,2.800,0
2015-03-04 09:00,2015-03-04 10:00,0.229,0.047,0.207,4.391,0
2015-03-04 10:00,2015-03-04 11:00,0.302,0.077,0.256,5.192,0
2015-03-04 11:00,2015-03-04 12:00,0.367,0.133,0.270,5.643,0
2015-03-04 12:00,2015-03-04 13:00,0.290,0.072,0.249,5.821,0
2015-03-04 13:00,2015-03-04 14:00,0.311,0.095,0.248,5.788,0
2015-03-04 14:00,2015-03-04 15:00,0.150,0.015,0.158,5.472,0
2015-03-04 15:00,2015-03-04 16:00,0.117,0.026,0.114,4.524,0
2015-03-04 16:00,2015-03-04 17:00,0.012,0,0.025,1.141,0
2015-03-04 17:00,2015-03-04 18:00,0,0,0,-0.656,0
2015-03-04 18:00,2015-03-04 19:00,0,0,0,-1.174,0
2015-03-04 19:00,2015-03-04 20:00,0,0,0,-1.590,0
2015-03-04 20:00,2015-03-04 21:00,0,0,0,-1.791,0
2015-03-04 21:00,2015-03-04 22:00,0,0,0,-1.668,0
2015-03-04 22:00,2015-03-04 23:00,0,0,0,-1.424,0
2015-03-04 23:00,2015-03-05 00:00,0,0,0,-1.755,0
2015-03-05 00:00,2015-03-05 01:00,0,0,0,-2.013,0
2015-03-05 01:00,2015-03-05 02:00,0,0,0,-1.544,0
2015-03-05 02:00,2015-03-05 03:00,0,0,0,-1.057,0
2015-03-05 03:00,2015-03-05 04:00,0,0,0,-0.716,0
2015-03-05 04:00,2015-03-05 05:00,0,0,0,-0.685,0
2015-03-05 05:00,2015-03-05 06:00,0,0,0,-0.718,0
2015-03-05 06:00,2015-03-05 07:00,0.005,0.001,0.014,-0.228,0
2015-03-05 07:00,2015-03-05 08:00,0.053,0.005,0.066,0.916,0
2015-03-05 08:00,2015-03-05 09:00,0.101,0.004,0.117,2.227,0
2015-03-05 09:00,2015-03-05 10:00,0.116,0.002,0.135,3.346,0
2015-03-05 10:00,2015-03-05 11:00,0.163,0.009,0.177,4.174,0
2015-03-05 11:00,2015-03-05 12:00,0.285,0.070,0.244,4.932,0
2015-03-05 12:00,2015-03-05 13:00,0.512,0.295,0.273,5.429,0
2015-03-05 13:00,2015-03-05 14:00,0.610,0.481,0.203,5.564,0
2015-03-05 14:00,2015-03-05 15:00,0.419,0.267,0.194,5.247,0
2015-03-05 15:00,2015-03-05 16:00,0.291,0.193,0.127,4.222,0
2015-03-05 16:00,2015-03-05 17:00,0.131,0.084,0.067,1.329,0
2015-03-05 17:00,2015-03-05 18:00,0.002,0.003,0.006,0.143,0
2015-03-05 18:00,2015-03-05 19:00,0,0,0,-0.051,0
2015-03-05 19:00,2015-03-05 20:00,0,0,0,-0.492,0
2015-03-05 20:00,2015-03-05 21:00,0,0,0,-0.886,0
2015-03-05 21:00,2015-03-05 22:00,0,0,0,-1.224,0
2015-03-05 22:00,2015-03-05 23:00,0,0,0,-1.437,0
2015-03-05 23:00,2015-03-06 00:00,0,0,0,-1.998,0
2015-03-06 00:00,2015-03-06 01:00,0,0,0,-2.678,0
2015-03-06 01:00,2015-03-06 02:00,0,0,0,-2.933,0
2015-03-06 02:00,2015-03-06 03:00,0,0,0,-2.779,0
2015-03-06 03:00,2015-03-06 04:00,0,0,0,-2.479,0
2015-03-06 04:00,2015-03-06 05:00,0,0,0,-2.193,0
2015-03-06 05:00,2015-03-06 06:00,0,0,0,-2.010,0
2015-03-06 06:00,2015-03-06 07:00,0.009,0.003,0.017,-1.360,0
2015-03-06 07:00,2015-03-06 08:00,0.072,0.014,0.077,0.411,0
2015-03-06 08:00,2015-03-06 09:00,0.102,0.004,0.119,3.657,0
2015-03-06 09:00,2015-03-06 10:00,0.142,0.004,0.162,5.057,0
2015-03-06 10:00,2015-03-06 11:00,0.248,0.042,0.234,5.565,0
2015-03-06 11:00,2015-03-06 12:00,0.269,0.037,0.261,5.799,0
2015-03-06 12:00,2015-03-06 13:00,0.175,0.018,0.183,6.143,0
2015-03-06 13:00,2015-03-06 14:00,0.103,0,0.125,6.310,0
2015-03-06 14:00,2015-03-06 15:00,0.071,0,0.091,6.142,0
2015-03-06 15:00,2015-03-06 16:00,0.061,0.003,0.077,5.208,0
2015-03-06 16:00,2015-03-06 17:00,0.033,0.004,0.046,2.544,0
2015-03-06 17:00,2015-03-06 18:00,0,0,0.002,1.615,0
2015-03-06 18:00,2015-03-06 19:00,0,0,0,1.761,0
2015-03-06 19:00,2015-03-06 20:00,0,0,0,1.699,0
2015-03-06 20:00,2015-03-06 21:00,0,0,0,1.551,0
2015-03-06 21:00,2015-03-06 22:00,0,0,0,1.404,0
2015-03-06 22:00,2015-03-06 23:00,0,0,0,0.376,0
2015-03-06 23:00,2015-03-07 00:00,0,0,0,-1.114,0
2015-03-07 00:00,2015-03-07 01:00,0,0,0,-1.469,0
2015-03-07 01:00,2015-03-07 02:00,0,0,0,-1.071,0
2015-03-07 02:00,2015-03-07 03:00,0,0,0,-0.785,0
2015-03-07 03:00,2015-03-07 04:00,0,0,0,-0.862,0
2015-03-07 04:00,2015-03-07 05:00,0,0,0,-1.326,0
2015-03-07 05:00,2015-03-07 06:00,0,0,0,-1.849,0
2015-03-07 06:00,2015-03-07 07:00,0.044,0.042,0.020,-0.311,0
2015-03-07 07:00,2015-03-07 08:00,0.288,0.267,0.047,1.591,0
2015-03-07 08:00,2015-03-07 09:00,0.495,0.457,0.088,4.579,0
2015-03-07 09:00,2015-03-07 10:00,0.658,0.633,0.116,6.679,0
2015-03-07 10:00,2015-03-07 11:00,0.715,0.658,0.167,7.674,0
2015-03-07 11:00,2015-03-07 12:00,0.753,0.693,0.186,8.358,0
2015-03-07 12:00,2015-03-07 13:00,0.714,0.625,0.203,8.886,0
2015-03-07 13:00,2015-03-07 14:00,0.704,0.662,0.155,8.942,0
2015-03-07 14:00,2015-03-07 15:00,0.580,0.523,0.135,8.620,0
2015-03-07 15:00,2015-03-07 16:00,0.378,0.306,0.114,7.282,0
2015-03-07 16:00,2015-03-07 17:00,0.138,0.090,0.071,5.245,0
2015-03-07 17:00,2015-03-07 18:00,0.001,0.003,0.005,3.938,0
2015-03-07 18:00,2015-03-07 19:00,0,0,0,2.467,0
2015-03-07 19:00,2015-03-07 20:00,0,0,0,0.792,0
2015-03-07 20:00,2015-03-07 21:00,0,0,0,-0.279,0
2015-03-07 21:00,2015-03-07 22:00,0,0,0,-0.849,0
2015-03-07 22:00,2015-03-07 23:00,0,0,0,-1.314,0
2015-03-07 23:00,2015-03-08 00:00,0,0,0,-1.766,0
2015-03-08 00:00,2015-03-08 01:00,0,0,0,-2.069,0
2015-03-08 01:00,2015-03-08 02:00,0,0,0,-2.363,0
2015-03-08 02:00,2015-03-08 03:00,0,0,0,-2.566,0
2015-03-08 03:00,2015-03-08 04:00,0,0,0,-2.420,0
2015-03-08 04:00,2015-03-08 05:00,0,0,0,-2.526,0
2015-03-08 05:00,2015-03-08 06:00,0,0,0,-2.607,0
2015-03-08 06:00,2015-03-08 07:00,0.044,0.039,0.022,-0.515,0
2015-03-08 07:00,2015-03-08 08:00,0.283,0.253,0.055,1.647,0
2015-03-08 08:00,2015-03-08 09:00,0.508,0.476,0.085,4.782,0
2015-03-08 09:00,2015-03-08 10:00,0.654,0.629,0.119,7.917,0
2015-03-08 10:00,2015-03-08 11:00,0.747,0.732,0.145,9.860,0
2015-03-08 11:00,2015-03-08 12:00,0.801,0.811,0.149,11.371,0
2015-03-08 12:00,2015-03-08 13:00,0.778,0.775,0.157,12.347,0
2015-03-08 13:00,2015-03-08 14:00,0.710,0.690,0.150,12.758,0
2015-03-08 14:00,2015-03-08 15:00,0.541,0.466,0.155,12.428,0
2015-03-08 15:00,2015-03-08 16:00,0.326,0.235,0.132,10.867,0
2015-03-08 16:00,2015-03-08 17:00,0.100,0.051,0.072,6.682,0
2015-03-08 17:00,2015-03-08 18:00,0.001,0.002,0.005,4.345,0
2015-03-08 18:00,2015-03-08 19:00,0,0,0,3.463,0
2015-03-08 19:00,2015-03-08 20:00,0,0,0,2.607,0
2015-03-08 20:00,2015-03-08 21:00,0,0,0,1.781,0
2015-03-08 21:00,2015-03-08 22:00,0,0,0,0.926,0
2015-03-08 22:00,2015-03-08 23:00,0,0,0,0.002,0
2015-03-08 23:00,2015-03-09 00:00,0,0,0,-0.710,0
2015-03-09 00:00,2015-03-09 01:00,0,0,0,-1.091,0
2015-03-09 01:00,2015-03-09 02:00,0,0,0,-1.218,0
2015-03-09 02:00,2015-03-09 03:00,0,0,0,-1.223,0
2015-03-09 03:00,2015-03-09 04:00,0,0,0,-1.173,0
2015-03-09 04:00,2015-03-09 05:00,0,0,0,-1.115,0
2015-03-09 05:00,2015-03-09 06:00,0,0,0,-1.391,0
2015-03-09 06:00,2015-03-09 07:00,0.054,0.049,0.022,-0.285,0
2015-03-09 07:00,2015-03-09 08:00,0.310,0.291,0.045,1.753,0
2015-03-09 08:00,2015-03-09 09:00,0.519,0.490,0.083,4.624,0
2015-03-09 09:00,2015-03-09 10:00,0.655,0.629,0.122,8.553,0
2015-03-09 10:00,2015-03-09 11:00,0.752,0.750,0.144,11.988,0
2015-03-09 11:00,2015-03-09 12:00,0.814,0.850,0.139,13.439,0
2015-03-09 12:00,2015-03-09 13:00,0.772,0.771,0.162,14.081,0
2015-03-09 13:00,2015-03-09 14:00,0.701,0.679,0.155,14.218,0
2015-03-09 14:00,2015-03-09 15:00,0.552,0.489,0.150,13.779,0
2015-03-09 15:00,2015-03-09 16:00,0.357,0.280,0.124,12.379,0
2015-03-09 16:00,2015-03-09 17:00,0.127,0.076,0.076,8.837,0
2015-03-09 17:00,2015-03-09 18:00,0.001,0.002,0.006,6.502,0
2015-03-09 18:00,2015-03-09 19:00,0,0,0,5.051,0
2015-03-09 19:00,2015-03-09 20:00,0,0,0,3.656,0
2015-03-09 20:00,2015-03-09 21:00,0,0,0,2.564,0
2015-03-09 21:00,2015-03-09 22:00,0,0,0,1.668,0
2015-03-09 22:00,2015-03-09 23:00,0,0,0,0.891,0
2015-03-09 23:00,2015-03-10 00:00,0,0,0,0.348,0
2015-03-10 00:00,2015-03-10 01:00,0,0,0,-0.137,0
2015-03-10 01:00,2015-03-10 02:00,0,0,0,-0.808,0
2015-03-10 02:00,2015-03-10 03:00,0,0,0,-1.408,0
2015-03-10 03:00,2015-03-10 04:00,0,0,0,-1.851,0
2015-03-10 04:00,2015-03-10 05:00,0,0,0,-2.142,0
2015-03-10 05:00,2015-03-10 06:00,0,0,0,-2.170,0
2015-03-10 06:00,2015-03-10 07:00,0.051,0.043,0.025,0.135,0
2015-03-10 07:00,2015-03-10 08:00,0.281,0.242,0.065,2.638,0
2015-03-10 08:00,2015-03-10 09:00,0.515,0.483,0.088,5.399,0
2015-03-10 09:00,2015-03-10 10:00,0.672,0.664,0.113,9.358,0
2015-03-10 10:00,2015-03-10 11:00,0.760,0.770,0.139,12.595,0
2015-03-10 11:00,2015-03-10 12:00,0.813,0.850,0.141,13.946,0
2015-03-10 12:00,2015-03-10 13:00,0.780,0.786,0.158,14.254,0
2015-03-10 13:00,2015-03-10 14:00,0.565,0.518,0.137,13.725,0
2015-03-10 14:00,2015-03-10 15:00,0.302,0.190,0.153,12.517,0
2015-03-10 15:00,2015-03-10 16:00,0.189,0.071,0.147,10.292,0
2015-03-10 16:00,2015-03-10 17:00,0.069,0.027,0.063,7.993,0
2015-03-10 17:00,2015-03-10 18:00,0,0,0.001,6.394,0
2015-03-10 18:00,2015-03-10 19:00,0,0,0,5.729,0
2015-03-10 19:00,2015-03-10 20:00,0,0,0,5.344,0
2015-03-10 20:00,2015-03-10 21:00,0,0,0,5.151,0
2015-03-10 21:00,2015-03-10 22:00,0,0,0,5.192,0
2015-03-10 22:00,2015-03-10 23:00,0,0,0,5.139,0
2015-03-10 23:00,2015-03-11 00:00,0,0,0,5.112,0
2015-03-11 00:00,2015-03-11 01:00,0,0,0,4.779,0
2015-03-11 01:00,2015-03-11 02:00,0,0,0,4.278,0
2015-03-11 02:00,2015-03-11 03:00,0,0,0,3.645,0
2015-03-11 03:00,2015-03-11 04:00,0,0,0,2.856,0
2015-03-11 04:00,2015-03-11 05:00,0,0,0,2.017,0
2015-03-11 05:00,2015-03-11 06:00,0,0,0,1.047,0
2015-03-11 06:00,2015-03-11 07:00,0.063,0.056,0.025,1.065,0
2015-03-11 07:00,2015-03-11 08:00,0.228,0.171,0.081,2.315,0
2015-03-11 08:00,2015-03-11 09:00,0.379,0.273,0.141,4.237,0
2015-03-11 09:00,2015-03-11 10:00,0.507,0.360,0.202,5.695,0
2015-03-11 10:00,2015-03-11 11:00,0.638,0.496,0.227,6.634,0
2015-03-11 11:00,2015-03-11 12:00,0.758,0.681,0.199,7.194,0
2015-03-11 12:00,2015-03-11 13:00,0.768,0.707,0.188,7.443,0
2015-03-11 13:00,2015-03-11 14:00,0.728,0.684,0.157,7.428,0
2015-03-11 14:00,2015-03-11 15:00,0.588,0.517,0.146,7.027,0
2015-03-11 15:00,2015-03-11 16:00,0.377,0.290,0.126,6.148,0
2015-03-11 16:00,2015-03-11 17:00,0.123,0.064,0.080,3.450,0
2015-03-11 17:00,2015-03-11 18:00,0.001,0.001,0.007,0.915,0
2015-03-11 18:00,2015-03-11 19:00,0,0,0,0.449,0
2015-03-11 19:00,2015-03-11 20:00,0,0,0,0.181,0
2015-03-11 20:00,2015-03-11 21:00,0,0,0,0.224,0
2015-03-11 21:00,2015-03-11 22:00,0,0,0,0.222,0
2015-03-11 22:00,2015-03-11 23:00,0,0,0,0.071,0
2015-03-11 23:00,2015-03-12 00:00,0,0,0,-0.259,0
2015-03-12 00:00,2015-03-12 01:00,0,0,0,-0.609,0
2015-03-12 01:00,2015-03-12 02:00,0,0,0,-0.720,0
2015-03-12 02:00,2015-03-12 03:00,0,0,0,-0.868,0
2015-03-12 03:00,2015-03-12 04:00,0,0,0,-1.180,0
2015-03-12 04:00,2015-03-12 05:00,0,0,0,-1.539,0
2015-03-12 05:00,2015-03-12 06:00,0,0,0,-1.623,0
2015-03-12 06:00,2015-03-12 07:00,0.015,0.003,0.025,0.555,0
2015-03-12 07:00,2015-03-12 08:00,0.214,0.147,0.091,2.908,0
2015-03-12 08:00,2015-03-12 09:00,0.477,0.412,0.115,5.191,0
2015-03-12 09:00,2015-03-12 10:00,0.287,0.134,0.186,6.518,0
2015-03-12 10:00,2015-03-12 11:00,0.357,0.124,0.273,7.463,0
2015-03-12 11:00,2015-03-12 12:00,0.426,0.175,0.300,8.239,0
2015-03-12 12:00,2015-03-12 13:00,0.221,0.022,0.229,8.741,0
2015-03-12 13:00,2015-03-12 14:00,0.192,0.014,0.206,8.832,0
2015-03-12 14:00,2015-03-12 15:00,0.119,0.001,0.142,8.465,0
2015-03-12 15:00,2015-03-12 16:00,0.096,0.006,0.113,7.452,0
2015-03-12 16:00,2015-03-12 17:00,0.044,0.004,0.057,4.916,0
2015-03-12 17:00,2015-03-12 18:00,0,0,0.005,2.794,0
2015-03-12 18:00,2015-03-12 19:00,0,0,0,1.596,0
2015-03-12 19:00,2015-03-12 20:00,0,0,0,0.276,0
2015-03-12 20:00,2015-03-12 21:00,0,0,0,-0.772,0
2015-03-12 21:00,2015-03-12 22:00,0,0,0,-1.685,0
2015-03-12 22:00,2015-03-12 23:00,0,0,0,-2.448,0
2015-03-12 23:00,2015-03-13 00:00,0,0,0,-3.034,0
2015-03-13 00:00,2015-03-13 01:00,0,0,0,-3.180,0
2015-03-13 01:00,2015-03-13 02:00,0,0,0,-3.087,0
2015-03-13 02:00,2015-03-13 03:00,0,0,0,-2.899,0
2015-03-13 03:00,2015-03-13 04:00,0,0,0,-2.718,0
2015-03-13 04:00,2015-03-13 05:00,0,0,0,-2.538,0
2015-03-13 05:00,2015-03-13 06:00,0,0,0,-2.431,0
2015-03-13 06:00,2015-03-13 07:00,0.023,0.007,0.030,-1.112,0
2015-03-13 07:00,2015-03-13 08:00,0.084,0.011,0.092,1.357,0
2015-03-13 08:00,2015-03-13 09:00,0.145,0.012,0.155,3.657,0
2015-03-13 09:00,2015-03-13 10:00,0.233,0.033,0.227,4.789,0
2015-03-13 10:00,2015-03-13 11:00,0.309,0.081,0.260,5.698,0
2015-03-13 11:00,2015-03-13 12:00,0.150,0.001,0.174,6.315,0
2015-03-13 12:00,2015-03-13 13:00,0.091,0,0.113,6.625,0
2015-03-13 13:00,2015-03-13 14:00,0.069,0,0.089,6.626,0
2015-03-13 14:00,2015-03-13 15:00,0.050,0,0.069,6.235,0
2015-03-13 15:00,2015-03-13 16:00,0.050,0.001,0.068,5.404,0
2015-03-13 16:00,2015-03-13 17:00,0.042,0.003,0.056,3.431,0
2015-03-13 17:00,2015-03-13 18:00,0,0,0.005,1.318,0
2015-03-13 18:00,2015-03-13 19:00,0,0,0,0.805,0
2015-03-13 19:00,2015-03-13 20:00,0,0,0,0.156,0
2015-03-13 20:00,2015-03-13 21:00,0,0,0,-0.666,0
2015-03-13 21:00,2015-03-13 22:00,0,0,0,-1.188,0
2015-03-13 22:00,2015-03-13 23:00,0,0,0,-1.668,0
2015-03-13 23:00,2015-03-14 00:00,0,0,0,-1.968,0
2015-03-14 00:00,2015-03-14 01:00,0,0,0,-1.972,0
2015-03-14 01:00,2015-03-14 02:00,0,0,0,-1.915,0
2015-03-14 02:00,2015-03-14 03:00,0,0,0,-1.955,0
2015-03-14 03:00,2015-03-14 04:00,0,0,0,-1.989,0
2015-03-14 04:00,2015-03-14 05:00,0,0,0,-2.022,0
2015-03-14 05:00,2015-03-14 06:00,0,0,0,-1.826,0
2015-03-14 06:00,2015-03-14 07:00,0.014,0.001,0.025,-0.422,0
2015-03-14 07:00,2015-03-14 08:00,0.052,0.001,0.069,1.366,0
2015-03-14 08:00,2015-03-14 09:00,0.079,0,0.099,3.174,0
2015-03-14 09:00,2015-03-14 10:00,0.079,0,0.099,4.250,0
2015-03-14 10:00,2015-03-14 11:00,0.085,0,0.106,5.228,0
2015-03-14 11:00,2015-03-14 12:00,0.098,0,0.120,5.878,0
2015-03-14 12:00,2015-03-14 13:00,0.080,0,0.101,6.234,0
2015-03-14 13:00,2015-03-14 14:00,0.072,0,0.092,6.433,0
2015-03-14 14:00,2015-03-14 15:00,0.068,0,0.088,6.151,0
2015-03-14 15:00,2015-03-14 16:00,0.084,0.005,0.100,5.455,0
2015-03-14 16:00,2015-03-14 17:00,0.046,0.007,0.057,3.711,0
2015-03-14 17:00,2015-03-14 18:00,0.001,0.001,0.008,1.721,0
2015-03-14 18:00,2015-03-14 19:00,0,0,0,1.042,0
2015-03-14 19:00,2015-03-14 20:00,0,0,0,0.451,0
2015-03-14 20:00,2015-03-14 21:00,0,0,0,-0.013,0
2015-03-14 21:00,2015-03-14 22:00,0,0,0,-0.322,0
2015-03-14 22:00,2015-03-14 23:00,0,0,0,-0.450,0
2015-03-14 23:00,2015-03-15 00:00,0,0,0,-0.501,0
2015-03-15 00:00,2015-03-15 01:00,0,0,0,-0.586,0
2015-03-15 01:00,2015-03-15 02:00,0,0,0,-0.686,0
2015-03-15 02:00,2015-03-15 03:00,0,0,0,-0.717,0
2015-03-15 03:00,2015-03-15 04:00,0,0,0,-0.750,0
2015-03-15 04:00,2015-03-15 05:00,0,0,0,-0.876,0
2015-03-15 05:00,2015-03-15 06:00,0,0,0,-1.006,0
2015-03-15 06:00,2015-03-15 07:00,0.013,0.001,0.025,-0.332,0
2015-03-15 07:00,2015-03-15 08:00,0.065,0.002,0.082,1.431,0
2015-03-15 08:00,2015-03-15 09:00,0.162,0.019,0.166,3.746,0
2015-03-15 09:00,2015-03-15 10:00,0.476,0.304,0.222,5.511,0
2015-03-15 10:00,2015-03-15 11:00,0.285,0.094,0.223,6.960,0
